"id","title","description","link","price","brand","condition","image_link","weight","product_type","quantity"
"my-new-prod","my new prod","<p><br></p>","https://lavv.bizrise.in/p/my-new-prod","1000.0","default","NEW","data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAoGBxQUExYUFBQWGBYZGhocGhkaGhkYGxoaGhoYGRkaHBkaHysiHBwoHxkaJDQjKCwuMTExGSE3PDcwOyswMS4BCwsLDw4PHRERHTAoIikwMDAwMDAwMDAyMjAwMDAwMDAwMDAwMDAwMjAwMjAwMjAwMDAwMDAwMDAwMDAwMDAwMP/AABEIAKgBLAMBIgACEQEDEQH/xAAbAAACAwEBAQAAAAAAAAAAAAAEBQIDBgABB//EAD8QAAECAwQGCQMCBAYDAQAAAAECEQADIQQFMUESUWFxgZEGEyIyobHB0fBCUuFi8SNygtIHFBUzorJDksKD/8QAGgEAAgMBAQAAAAAAAAAAAAAAAgMBBAUABv/EADERAAIBAgQDBwMEAwEAAAAAAAECAAMRBBIhMQVBURMiMmFxobGBkdFCwfDxFFJiI//aAAwDAQACEQMRAD8Axi5OyIdXUVrlVvKGQkJ2fOMcizaSglLOSAMMTQCL2WeeFWLJ9mEzUlevBKt+o7cIXLlEFiGIxGqNHbLGUFSF95JY4msB2iSFBlPqCmFNm0QJWPp1uXKJEp9IkE4fM4LXZyksc8xgQNR5RWJdBu9RC7SxnvBgIuRHpl4/M44jy+eUdJJvJLk6VR3tWD/mKZcxqYRchWcTnSQvYrI69QPvE26QQbaHaTRM3HwMWBW/j8ML5U0pLHEYg+0FC0A4U8fAxIMFkIjmy35NlsCrTRqUNJtxBfhDj/VUUCuzpAEHFBB2ioPDjGLmTH1GGV1z+sR1R7wqjbrTtg1blK1bDqRmI9ZrETAe0kuNYq3EUjljl8eMrJWUl0qKDsPnDKTe60MJoBH3BhlhSj7KGDD9Zn1MGQbofpDLTLx5exhXaZT/ADnDeTORMHZU51YEai0C2qU1fm2JIvOpMVNjvKbuvVilEzugFIVsJBAVsxrtg1UnQLZM42pOHzZCS1yKEH4Mouue8S6ZSzR+wo/Sfs3HLbAA23ll6WYFk+0Mtcp+PjCa0SikuMQXHDMRo5iXelfPhAFqs7/PWCYRdGpbSWWG2iaj9Q7w8dIby0CW6TU7A3Fq+YgMIXLmJ0MXAbW5ZjshquoORBIIzCkntJO4sIC99DvGsmQ512MQz5Xe4eZgaYn5whzaLNQ7x4N+YX2iUx4jygSJbp1LwYFqiHFht2mzk6Yz1jLiIU6FOUdLJBBGRb2iAbQqiBxNzeVuCSgrFFpHaGLjEnXlXzj009C+I1g5iM3fN+AyZSU98AvqApXjC27b3mSiSDppPeQolidYOKTtHF4YaoBmeuAZ0udDrvz1m2NfYx4FaJoBuyIzBb2gKwXkial0E0xSe8N4zG0eEFg/MoaCGGkovTek1mldvkBSCRhlrSdR2Yxm7Xa1oYE0BdKs0n2jS6ZB1jMPQ7DCq87ID/Kp22HFjAOJbwrqDZtodd6Jc+WJgocC2Ri1Mpcs/cNYxbbGQslum2WY6DQ4g4ERr7r6QyrQl9ABQxAOiptYahG1ohXB0O8nE4eoneXVfiCSmTNUnJVRtBx4u8GmyDWYpvKUlQEyWqqcQRVjjUY+ESlTHDsecEIl8zAFYisF+y1sFHROo4cDDiyWlMtQmuOzUVxV9PjXhHz9KIc2QMkJJJYYbTX1hKuTvNWthEGqm01NvnpnK00kPgoPyLeHCA12U6vD3hKV10g6VCGdit70V3sjSvsYMNeVmolB3Z5PsjBjUanA4jUYDXI46j411GHGkPhA8oHnyMwODkxxE5Kp2MTzpbE8fOI6GHzP8wwmy3DNhTaPeKZsghqUr6QNpZWpeA9XhyiSfxFy0Y7CDz/eIzE+/wA8YG0PNeV2mTph/qGB9D7wCFEFjQjIwyw84rtFnCxShGB9DEEcxGI/I7QTTiUmaUkKBqKiBiSCxDGJBUDeNKaTSLWFgTU/VRQ+1WfA4wvmW9UucpqpLaSVYKDDHUduIiF0WvRVoK7qqH0O+KL1lkTK6sde2DLaXldKYDlTtaO5SXT1sgkgd5D9tH9ydsHWK80zOytgrI5H2MZSx2xcpYWgsR47DrEP5SZdpBVLZE4VVLyVtTq+b4lG6StXoAeLbrzHrDLdI9vUQjtUtjDqwWgreVMcLAo+Jb1HlAdts2Pz5WDbUXi6RKNlMaXZbOtQ57worfkrj5gxfPl0+eUZu77WZUzSFRgoa0nHjR40ilgjSFUkOCM3wiVNxEV6eR7jYwSxSNK0Sk4vMQNf1DiIuvG7Vy1Wm0E/whPKSmrkqOlpDdpDe5hh0WswXapZ+0lXIFhzaG3TGygWKYG70wKPFX7cox8XizTxaovOw+5m5gsOtTBOzcifYTIqQ7AVoC+sGgPmYBtUp3OxR9BHt22gpV1aj/KTTHL5nvgybLBwGLADYMY19xMjWm0TTZJ8R6RTMZAKla+yNZYHkM4a2pIAJJYYk7B8EZ+12grU5oBRI1D3gG0l2hd/SUTFlRJNSYmkYDbHBMccecLlq8skTlIIUksoZ/MRGmui+gvsq7K9WR3P5RlUJegixKNWWeFdcGrFdoivQSotmm+SkKxLbcuLVHjA1qlsDgRnQHxFYT3TfjEImHcr+735w9UkKFIeGDCY70motYj6zO3nYwpIauo8vGM+lapagpJKVCoIpGumJZRCqpzo5G3XCK9rE2VYS685qYar+kw2w3r1oZ9GZsoF7hr2ZwdKtKGrQ6mjGlwYYy74LdpKSdZoeOvfELU6w6uEB1WeWSyla0pAqSABvjVXbcfaJI1ws6MSv46VH6XPIGNtZx8+boZTQbzN4ji2Q5V6ReLhSFJoDWu0QuvK6klAKRXlWkawNR4ATZQ/ayJHpDComZSxlQG7HaZdMpaXCgzZvQxcDrBfd7mNQuwJWkgpDHXxb1jHWqaqzTVSpgK0Bik/VonAg56mOowDDLNDD1RiLgaEe8Im2d2Ix10iMssdFVHbUAa1gizWhKw6FaQ5EbxE50gKFUvy847zEMsVOVoDarvxKdrjkIXTUM3Ecj+YbonKl0U5Q4riQAXrrEWWuxJmJ0ks7E02mIIvGpUK+LbrETUB1FjERLbhSCZ8gpKgR8DGKyl+I8R+0DaWA3SCWuzhY1HI+Y3QrIILEVh5NTnuPoYEtVnC9h1wDLLFKpbQ7QFKoYWyZ1ktKs00PpC1SSCxxgmzqy109vGBB5RrLsZWRHsmcpJCkkgioIoRHrRxRHSLg6Gai7bei1aKVkInp7qxTSb5hygu1ySe8GUO8BtxI2PWMYktWNHYL+K0pTM/3E91X3pzSrb5w1XvvM6vh2U5k26dPTygNvlMfmf5EG3Fb8ZZO1G81KePnvi+87MFp004eR+NCBZ0Vaj5ZiOJym8NAK1PKZ9C6FFrSD+lXpDjp+prM2tafN4zvQK09bPQfqAVpcsePvDH/E+2MiUgEvpPyH5jz2LXNxJLeR+02sD3cA4PmPxMZaZQWGz24wVYLQVUV30ht4+7yeBJUwq1K3UPKK7wnhABDhZcDYMCfQfiPQ3trMLIW7kovm16StBPdSeZHtCwoi5Ap82R4pMAddZdQBBlEilOMRmCtNcWoTDO67Ae+RU0T/dHAXkPUCC5i9dnKRogV+o//PvHnVMPxD02dhh5QPMlZtB5IgV7xR1MO7gvYSkrlrKiFAAHEJAUlW9uyA0Bqk6vCJCSEJKz9IfecvGIAtCZg4ymPbWgLTpBjuhZaZYUNEudRd22F6gQru22zJdXcEuQcFex2w1VNRNBKXpik94e42iCzBhK/YtSO9x1mdttmbJjn5QARGgtkt6fUKChrsJhTMk1hJWaVKpcazUdGx/EV+lPiVD0B5xqpamEZXosCVTlDJaE8gfXzjXyERapbTznEzapb0kkTKpB2ecETZP8RYOS1MOJxjxMsAjePMR16LaZMcsNNWGJ7Rg+czR3l06yapzc+Z/aMx03s/WyhNGKT/wJbzbmYamaSWdqUH2jMnbHTrMFoMs91SFA7AQw8IFhcWj8MTRqK19j7c583kz1IOkgkGNFdd+BbJX2VeB9ozc9BSopOIJB3gsYkkUJ2edB4aUV1Yieoq0UqjX7zaTEJVl5eogFSVSlOmqTilx4aoTXTe60kILqTlrDVprGyNFJtgWAQQR88YYGDTOek9I2OoklBE1DjbXMbDtaFdtsZQdgNPCCZslSFacvliCNRGqDbLaUzQUkMWOkk41zGsRO+8gMU1XUfEzwTVjg5HAwItLHmOIh7eN2kaSk4ftCm0IryPofWAYS3SqBtRBJ8rTT+oYH0gFCoYEMSPnzCBLXL+ocYW3WXEPKWO8SSIlZZekjSGRPoR6xeZTiJAgMwBtBzLjtBiDBCRHqkuIm0HPH/ROehVoly5wdCjoqGRJBAfi0W3hcoRapslIotEwJfEOkqQd2klnhMiWQlEwGukAWyUzhXNJ8I3ky0InIlWhg7JUFZpUCNIPqcEERlY+u9Fww8JBHoeRmhw7DJiAyC2YG/qOYmb/wtSf82f0ylk80CIdP7y6y0ULBIYai5rD/AKEWFMu8LQkYGWogbFKQrlWM/wBMLKNKec0KkgcUzXH/AF8IrpUVsaH/AORaWTSIwjJzB1+kS2aYKlQYAPpDV884FWszFFRzNBqAwEML7kCXLsyQkJ05KZi9pK5jE8GjSdCLjEsJtM4UZ5STqw0/Qc40auLRKXaHbYeZmfRwrVKmQDX4EzF63SuQmSZiSlcwKJSTWiqFvpoRTfAiUxf0lvZVqtK5pNHCU6gkUpvLnjEbPIKiEjF2htAsUBbf+aQcUFRiF2H7S667D1i690VPt5c4fS5de7sABwGQxipMgISJacu8Q1VfivjFqZOi7hQIyY+8W1FpjVqhfXlynps+/n+YqnWcDFuJfwghMulXPzfFS5I1V5n5vgrRKvrvAZicgOJw4D3hbe02olA4d461HLgPWGlun9UhSziKJG3L3jMmbVy5JLvthbm2k0cMhbvfy8YT2OigChAA3wbfswIWlKTomUgDSGL4kbccIAupWlNSpWCO1wH5aArbPMyYpRzJMCTpHBLtboPmMBOE0BxorOWAV/KcjsMBzU1LpL74tt8pSZSC3Zrz+PFMq8lNkraQ55xBNtDDVdLrNJ0DlvKWo/UsnkB7xq5K2pGf6DS2s4ehKlHxb0h3MOqLNPwieb4gc+IYecItM3RS+7zi23qebMYfUS5219YSXra+w2OB5HxhjPtH8R9aUl8u6mJvrK/ZFafqfiQXKANdfEmLgg8z89oFxUFPqr6JEGhdNLVQb9XrExb3Fp886X2XQtK9SmUOOPiDC+fRAGs+CaDxKo0/T6z9qUv+ZJ8D/dGWtmIGoDmanxMVnFiZ6rB1O0oqfL40l9wpech8O1/1VDSfIVKWSnM4ZKGo7cxCi61aM6VvPkQI2s6zCYliMvnGJpi4isXV7NwTsR+8As1qSsUxzScRELTZ3OkksoVBFCDAlosykKc5fUM9hEFWee4ajwfkYgrbvoYTd14udCawU9CzBWw6j5xG9Lr0nUnHNO8+dYrtEkLFcdce2W8CjsTXKcl4kNgDrHiI7yMDW+dN+Y/Ez9plEM+VDw/D8oHWnLP584xrbzu9MwaQZ6MRUKDHOMza5BSWIYinL8NyhbLaXqFcOPOdcgYrSNQUN6T+X4GG95XctjOSHlrJLj6FEuUq1MaA6mhBZp+hMSvUe1uNFeDxurhvASVsovKX3nqAclEajn+Ir1WdULILkcuolnumoFc2Dc+hmWTWhDxFch8I2999D0q/iWYAHHq3oXq8tWW7yjIzpKkEhQKSMQQxB2iBw+Kp11up9RzEHEYepQazD0PIy+6ZZUiZLqS2kNbp7XkFwy6MXlpImyD3kEqSNaTi3geMFruj/JzrPNC9OWsgEszPVjsKX8Yzl9IVZbWpSR3S7a04txTFeu1PEpkXXS4PmN5bwGfCVxUbTWx9DN50X0DaUTCWWEKl7FAsU8QQecZa/wCZ1ku2LFXtQSnN9Dspg6TPfQmyjQspJEE9Drr62WhS+718yarboHRT/wA0g8Ix1Ip99uVh+9p6LF0w79zZgSfzBbbcPW2xCV/7Nnky0zNui5CBtOkBxjum1+FMk5KmdhAFNFIDONjecO70tKZYW5AKlFa1PwSkH7UpDDXUx8wvq8jPnFf0iiRqH5h2ERsQwzeECKrlMJSJXxN8QWQmNJd0vq06Z76x2RqTmd/zKFl02QKOmruIqdpySIcy+2XU+5nAGQ3R6NBPH4mpfT7/AIhd2WRS1pQnSBUQMeZ4CvCG9+2UIn6CFLUAlILkFjXPHBsY64bGJYNoLAJBCaEEk0w4tFSgFEqUHUS5LZnfCadRquIOU91RY+ZPKKxAWhhRnHec3HkBsfrB1EDN+L+AihRJoKCDFkDID5yhH0lt3Vy9FNFrB3hOBOx8Bx1RdY2F5n4dTVcKOcQ9ILf1i2SewlwNp+pXHDdvgETAB5RDQ849VKcNFQkk3no0VVUKNhLbNOLKAzpwiyxydJbCKbKhkE7faGV2o0RpfHrBKLwKrZQbRnbZIVLKNQpvHvWM0bI9RhD6VPciEd4OiYpIwem41gnAMThcwuv1m+uFR6pL41JG8kwaZ4JphV4zNlUpBcFjsoYJtNtWrFZf5zhwawmRVwuZy195bfSqFtUMetCjKUXLy0UydiPSEaUqVRRLEM7s/hDALCUyxjoJau8s7b9UQDreS9MBQvrD+vDgksA1csfp27YJRagcmGCU7TlvPgIULU5cnSYPQO1aMkOSdpjv88EkrVglwlONS1HzWczkILNK5w+baX9KpQXZyMSkpUeJZXgomMEsuSdZjdWJZnS5iVfUlT71AhPKnhGGTjuryhNTUgzT4cCqlDuD8yJW01JH0kDkQ/rG8uy0dkE4Z7DHzsmNn0ftgYPUEYecTTOsZxGlmpg9I7tVlCvnnGet9iKDpIoRGrlpAS7unLMjZtEAWyyO5FRDmW8yMPXKGx2iix2wKDMxDBXHDmx5RdNlAhjhz/MDyZRCpqMNKXpcUKSr/qVxfZLQFhqv402QsHkZdqLbvLtBpE9cosO3LJcpfDaNR84LtdkRNQFJLh6KaoNaEZY4R5aZesA7qQLKUuWrSQWfEHBQ1EZx20nxd5dD8xFeNiUg1Hz40Ouj1rC5ege8mnDL5sg1cuXPSWDEDtJOKdo1p27Yz86SuzzAoYeYgLWNxtLGcV07NtGE3twX31JEmb/t/Sr7Nn8vl5O76uOXaQy8W7EwYjYfuTvjEotCZqAoVB+Vhr0d6SGQ0qc5lZKNSjZtT5Ri8R4e6n/Iw2h5gfM0+G8QVh/j4nUbAn4juTd5VZ+onMrQ7BUMWH+2tjgRQRmOnt1KKJc4jtJARM3jBW4+ojey1JV2gxBDa3SfMRXOsKJqVylDvAiuJG/WMQfy2JhcW9Krc663I9d5vYjDI9Ow3tofifK+gs1emZBPZUToP9wBJbYR4jfG7sUz/L2caxpJSN61GMhcl1LResqR9kxwWxQkFT8QPExo+layvTlyiNLrJUpJySZq1AnfSL2ORaldQh7rAE/E7AVytEioPCT/AFMX0uvkrJlJP85GZ+3cIU3bZFLUEDE+G07IttF2qllWlVpi5b61IbSYf1DnDSy2fqkBA/3Jg7X6Uat5jdw1JEQBdphY7Fs7Etvy8oQEJLS0dxGBH1KzUfnnD/o1cvWrGlSWO8ah/wBI9TlFXRq41TjUaMsYqpXYnb5Ro75tyZMoSZKWJDdnIZl9Z15xXxeM7ww9DVz7SrhsLcHEV9KY19YJftqSpQlym6tFNQJFOQgBKTr5D3iqWk5pA2mLVF86co08LhxQphB/Z6zCxuKbE1i5+g6DkINbZ6JSFLVgnidg3mMJbLWqctUxWKjyGAA2AQ16RXj150ZZ7CDTUs4FXDAcdcJUCOdrmauCw/ZJmbxH2HSe6EehMXSpcXdVAWlkvaBLQXByJr7w2kj+Gd4+ecCJDZcIM1AVz9oJRaLqNcCDWObVzHlrkBSneKStnESM0RF9J2Ug3E0CbO4cH8HVFapXzVBbg9rAGihqOAMWTQ4cCox2jXvh1pm5yDBpAyOMWTFVwqOX7RYJWrEVG0QQZAWlxiMNsdaA1QA3i4gs6XpiNW2KJoJxYkVr6aobyLKSNMY4EbInNuzRr9J/4mOyzhXUGL7tvBEtQcKYl6F67tlaRmbzklC5hY6JUdE5FJJI9I05sOJbf7iPEyQSx/fb7wDKSJZo1kRiw57zEGHnRy0YJJZjQ7cuBduEEW64UnDs7RhxGqF0uwzJSqhxrTXDZjhCwpUy81SnWpkAze2KcSGwOrD4dkEsFD2oeIhPcdpC0j7tv1NkdohxLmVqOeI4xaBuJ5qsmRyIpnWdrRJ1KKpZ/wD0SpHmRCK3PKm6WsAkb898ai9yAErr2FpVX9KgfSFfSuxdtTUAUsPsCi3g1YU41mhhatwobzH7yqTawsAisSmANq2H3EIrPPMpbGg8oZS7cTj4+8cGvLFSiVPd2k1SiCFoOioYEHDlBMqai0Dq1gJmHKjK2p1K2Z5QKVpxYjeAfKsVzEIOeOGI5PHQct99+R6SmVpWWZoqrLUaHIQ5XLC0uKiBJdqTMT1M+r0C/wC4/wD1ziFhmrs8zqpndPdVrG3bHDT0kVAza/qHuOoh90X7MsytEuqV9uadqT6RtLBeqJqNJCtJJxahG/MGMJejJBWaDz3Rn7DfE6RN6yUpicR9KhqIjE4jwpKpz09G9j6ze4VxN1XLU1X3E+qzdCXPmWxQH8OQsA8qHbi28xmeha1T0aa6qXaws/0Syvwhhd94JvGyzkJGhNEshSQcyCQRrSWi3/C27z/lisjCatv5tFCTyDjjGTTzJQcVPECB6DlNioytVUp4SCfrPbTdaBKTMUkHQUuaXyI62Z5rSP6dkKOjHRuZPV1kwKSk4k0KtiQcBtj6DNu5BGioAhmKTgQ+kQdj5bI9tlpRLQVEgACp1QtOI1aaFV3PPp6QKuCpVXDNsOXX1gFvmy7PJowADADyEZGZbAtRUSpzwGwYwPfd+mfMf6AeyHbiQIFE040HCv8Ay9BG/wAJwJoqatTxN7D8zzvGMX25FKn4V9zGJnHIADWan5zhL0lvEpHVIUStQ7Z+1JyGony3wfa55lpcAqWruA13qIySIV2S5yTpTHKiXJ2mNdiToJk4emintH2G3mYDd9iIq1NkV22y6J0hgctRjRixJAoW8Ion2N05EZh3p7xGTSWlxN2vE1nQ4EXiXHIR1ZY1GW0ZHfBITEAQ3bWCLkxXLpwr+IOKYGnIjiJytfSKVqZR2GPRWsVWukxQ2xIGE3l0jQTZWcBTUoseI/HlB1mTQE4jsq3a/IwbZ7rkszzUsXHdV7a4MRdKCS04V+5Kk5ZkPFsaTzdSqreE+8UIkEOBkXG45RbLSx/TiPUfNcOFXGskaKpZOoLFeBYxROuaakA6C6HIaVOET3esSSx3EAksFuMFVAgwoBocG/YxVMkFILggguAxG33imZPDPqr/AEnH5siYBux0lnUCr4jygKfJTiA1eR9otmzauCaUO7I/Nsckgu+fw8seMRGrddYKZL48dm3dEZt3ONnlx1aoLw3ppvT89YtlULYjLd9sdaH2rDaJjYFJqjF8DmRuz3cIJsl8hwiaGUMDr3H9t0M1yhTURT2gG3XaFiofhU/nZnA2I2hiqlTRx9ecLtqUrlrCS9D8pFN8dpIIxUiWsf1S0uRli9ThCZaZslx30NQHEDYrFt/hBcu9kGXLS7KTLCSDQ9lSmxxoRrgb6w1olBdTcX/l5mrykMT4/wBoimz2nR7KvmyH142V+1R2oMkjWduz1wQ2iQ29WGxOZO/GFsLGa1Jw62MZyZgahI3YcommbkVJ2DD2hVZ5hS7YBhvg6zsqvn70ggbxb07S6cnSFQI8lWoN1U5yj6VDvJOTfp2ZRKVITUkbflIXW2eCrRA34csIg6SEAbT+CRtlqUsBJLgYbdsUyZLmLZEjSbfDKVZGYt8xEDYmNaotMWEJ6F2k2a1ylfSo6C/5V082PCPplg6uRLKJealKP8yy5+bI+e3fYv8AyqFAQEj7lZcBjGsvq8JNmSVKUwGWJJOQjz3GqJ7Rcm7C1hzttNvgtZaiOH/TY/eM7VeoQkrWWSK1j5z0l6TLtKtFFJYNAx7R1n2hffvSCZaVV7MsYJ9S2JgexWJzgd5ZI5mHcO4WKRFSpq3LygcQ4gGBVNB8y+yBRLaf/rjzGHOGhmokIMxfupRyHx4iAmWkqUQlIGTjxNSdzRmbztyp63wSnujUPcxuk5R5zBSma7dF5/iaG5r468q0gAvZml6AHZ+YcSzk/P3jB2J0ELSWUC4MbW67YmajSFFDvJ1H2OUFTa4sYjG0AhzJt8S5csjEcj6RTMSD+R7QStWdeEUzZmo84MyohMVWuzvTPFO/VEJNQ2cEz0H9opQA+k1cCNR18YGXVa62nikYwPMFYYrlU5AeZgO0Jx+a44iSjRFe6MFcD6esDIXSGV5ynQefKsK0S6QhhrNSkwKz6fZLeGckD5lmYZWa2Dd5/iMJZ1Ed5QB2qAP4iw20kt1jDUly+8losipPOvw4Me6Z9ElXggjBJ8vzFhtaTg4bUW8qCMNY7zYMyuY9MIYy7ewBFPmbxNwZUfDVENrx/bb0Wkd87qK/7PCf/VlKJ05UspwqkAtvDPEDbAaqUT4tA9rnfbXbHG0ZSVtmuYbMtNnIIMpSXFdFRIbiDFCpsijLmBq1QDkzODCi0WilVcoDVatRJ+aoHNLaYckR3OtaQ2irSZ8iKZfNsQN4gOyVa00+bRCb/NltnzKKzbNrxGeNGFE08q9JagxcZ1BoeEWS7fKP1Cvx4y4thyrF0i1HMNE5otsII+nz5Ss3OwHnCi22RJwSeUXSrclmUn+pJb/iXHlEytOSieDeEdvIVWpbRbKtAT2Vgs71w8PWCLRcwmAqlzEqJyVThpBxWkGiQMWeKFWaroBSdhaIyxnba3BsfaI7ZYloIQUkHByMSe8p9ggdc7Q7QPZp7A+EaWcha0FK65OzERmbykkJUgjPgzMmAYWl2hVFTRpO02waLjE7vMQHZ6qimVKo2qkG3dIrWA1Jlkhaam0Y2OQ3OkOLBY+sIGAxJ1AVeKBKqGFS1IfyJHVo0czVR9Nwh6rMXE17C/OCW+chCXwSmiE/MzAP+Ka/4slAORUfAe8L+kF46cwJDaI94s6are0oxLJo20mKVejnqq/+t/eaOArth0NMjVxf0t/cVWWzH9W9gkc4cSkplp01FKQMT3lbgTidwga7JK1q7IFA5J7TAfqNMIWWueqapn7INBXmXxMWQQJzKXOugld5WxU5WYSME48Scz5R6mxsga1V4Zep4iDrFdROiPuLbtcMFSEmYaOE0A3UqeXKOC31M5q6oMq7CL7NdzgR5OtP+XWAggrxKTho/adphjeto6iUVCqiWGpz+K8Ix61FZKiSVGpO2Ic5dBCw6mrdm8PzN7Y7cmYgLRUHEHFJ1GLSoNWnB4xN3XgqWsEPWik5Hbv+ZxrpNoCgDiMjhzg0fNKWJw3ZNpsZ5OkpOGj5QCXBwLGhrDCYAcfJ/KBJ0gbOZEEYNNusslzB3ftqCc3z+bYqnSqRSA9HcjCuIzEXoVRwcPHMxEMi2oi9UrSGjrpCabJKTonEUjQqDLG+PZ9jlqLnGAZby1TrZfSZ5EyL5UzbAUoxciFgy26xlZ7S0MZM9S/WFElTYQwsYUSIasqVVG8ayJQxMRnztHafmcXy5fw4e8VWtDig5e8HaZ4ILaxXaVFVXipEs/tDOVYicWaCJN3J2gxGUmWDXVRaJZlmUqLpN2vt8IfS7CnUOMWmWlOMTkiWxfJYplXdqHzfBaLv5ReZ+SU84vlWGctmDDWaCCsIl6zczaDosstOMSJRknygpdhlIH8WbwFYqnXrIR3JQNcVa3bCOuIsFm2uZXKqWSkk7AYNTZS1UhO8gQrn33NIOj2RTuhtXHOAlrmLJ0lE1Hp7xGaT2LHew945tEuWMZiRuJPkIUXjY5ahRaTvBDvwiQs7JcuaDzipSfP1iDrG0xkNw0z1rsRlq/SfDYT6wVdhEObQmWhIVMIA4F4TTdLT0JaQEqrU/OW2FFcpmitU1VsfvNVc8ggBZx+n+72im/rdoINGLa2xi6xq0JaQTgMS4PDZGcvWaZqicEjBzTxxhrGyzOpUc9a7bCK0kklRr6c4cdNpwE2Wo/ZzrCtW2gANcgMyB6wV02quT/J7Qj9Jmra9dPQ/E67L1CrOuWyusMwkqB7PVlKQEga9IKqcjBlgsLMTxhJcQqT+ofPGNkiWyfnz9oOkLiKxtTI1hCLDKATMmN3RoJ2rVnwDxVKsuv8AG2GM6RoIlyswNNf8yqjklucA3raeqlrXqDJGtWUN5XmSWZnCLvMz0ltYmrMpNQhJ/wDbH0biYzcqbol4JsM3+K+v4Yled1TJWiVJIQsaSFZKScKxVY31npaNMU1ycrf3PLSoFSFCGd3W/q1kK7ilH+kv3hs1iEKFZbYbdVpFQ1aR5AGJU63Eiqq5cp2mlKziGPHHbtjlLcYHgxhLYLf1KEhdUKNM9HHwhsiYnvA0OqHhrzKekUPlyMGn7zyETkqcUwNGFGOcercksQdkDy5jFlUBocg+R+azEQgLiezzQHUfDKKpk2sETxQ7i+8QDZptOJjjGILi8ToTF6Ex0dCRL7w2zSSYdWGgaPI6HLKFc6Qs2gAYv4iK3Uaim3KOjoMypYCTQWqTBMqfqEdHRIi3UQuTZJq8Aw5eMFf6dLRWavgPOsdHR0psxuBB5t9yZdJSATSphZa76mrcOwrQUzAjo6BuZfp0EGtrwMIJUlzi/mIvkynIpiX8SY6OiBOc6QuZZqYYkeH7R6JbAMMT4CPI6DlUsbS4qDVaM/fN/IQSlLKUNWAO0x0dC6rEDSXeH0EqMS3KZ9E0z5naWdI93VubIQxsOkqWpP8A5JZpujo6FJNTEd0G3K09/wBUJDaR4aUSlyzjonSy0qngkR5HQUS6hBpAr4U3ZBckjSPiA/wYRf0sL9Sf0e0dHQB5xq+JPr8SPR9DjD6ubAe8be7EBa06XdT2lfypr44cY6Oh1PwzOx5/9IWtRUVLVTSLn2jFX7eXW2jqwewlwBrOCj6cI6OjqnKJ4Yod2Y7gRPYrMOsAcONN3oAUgtGgn3gVWYSVdpj2dJmCauAY6OhYE16rsCJk7QkBRALgZwwNs0VlJwUnH+ZLR0dADQ6Syyg2v0/EvvpLJlp1JfnA9gtypYzKCaj7TsPpHR0Ed4mkAyWMayrSlQcMQYjPQMQD4R0dDOUqMMrWEtkztJNcR47eULBM0SobTHR0QYykBcz/2Q==","100.0","my new prod","In stock",""
"potato1-kg","Potato","Potato","https://lavv.bizrise.in/p/potato1-kg","30.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/cc49f8d4-9d51-4f74-ba9a-9146ffabfa39.png","100.0","Potato","In stock",""
"suraj10","Suraj","Suraj","https://lavv.bizrise.in/p/suraj10","269.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/5452/e24265e6-5631-49a4-95a9-5b5c0ab3ef1b.png","100.0","Suraj","In stock",""
"chicken-moglai-bones","Chicken Moglai (Bones)","Chicken Moglai (Bones)","https://lavv.bizrise.in/p/chicken-moglai-bones","280.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chicken Moglai (Bones)","In stock",""
"b41by-corn-mejestic","BABY CORN MEJESTIC","BABY CORN MEJESTIC","https://lavv.bizrise.in/p/b41by-corn-mejestic","190.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","BABY CORN MEJESTIC","In stock",""
"special-mutton-familuy-pack","Special Mutton Familuy Pack","Special Mutton Familuy Pack","https://lavv.bizrise.in/p/special-mutton-familuy-pack","780.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Special Mutton Familuy Pack","In stock",""
"stuffed-capsicum","Stuffed Capsicum","Stuffed Capsicum","https://lavv.bizrise.in/p/stuffed-capsicum","190.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Stuffed Capsicum","In stock",""
"garam-masala1-piece","Garam Masala","Garam Masala","https://lavv.bizrise.in/p/garam-masala1-piece","5.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/b8403dff-0fd6-4d2a-ad91-e5e1bb02fe9d.png","100.0","Garam Masala","In stock",""
"chiken-masala1-piece","Chiken Masala","Chiken Masala","https://lavv.bizrise.in/p/chiken-masala1-piece","5.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/bad53c8b-126c-4abb-bf21-debf55c21d45.png","100.0","Chiken Masala","In stock",""
"paneer-kulcha","Paneer Kulcha","Paneer Kulcha","https://lavv.bizrise.in/p/paneer-kulcha","50.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Paneer Kulcha","In stock",""
